event_id;date_x;publisher;ticker;studio;is_rockstar;game;franchise;event_type;sentiment;impact_expectation_manual;source_url;notes;adj_close;return;market_return;trading_date;AR_event;CAR_m1_p1;CAR_0_1;CAR_0_3;CAR_0_5;impact_label;impact_label_num;impact_high;event_date;date_y;trend_gta;trend_gta6;trend_gtavi;trend_rockstar;trend_gta_mean;trend_gta_z;trend_gta6_z;trend_gtavi_z;trend_rockstar_z;trend_gta_mean_z
TTWO_2025_GTA6_DELAY1;2025-05-02;Take-Two;TTWO;Rockstar Games;1;GTA VI;GTA;Delay;Negative;High;https://www.youtube.com/watch?v=VQRLujxTm3c;"Announcement of GTA VI release delay; market reaction around -8%.";219.5;-0.0666326414549191;0.0147265741296347;2025-05-02;-0.0810121272624043;-0.0795462496278427;-0.0810121272624043;-0.0490487305684224;-0.0417835495720183;High;2;1;2025-05-02;2025-05-02;51.5;52.0;31.0;44.5;44.833333333333336;-0.878486608450992;0.714905351931658;-0.018346117153956284;0.04651103888882305;-0.09136868098849647
TTWO_2025_GTA6_TRAILER2;2025-05-06;Take-Two;TTWO;Rockstar Games;1;GTA VI;GTA;Trailer/Reveal;Positive;Medium;https://www.rockstargames.com/newswire/article/258aa538o412ok/grand-theft-auto-vi-is-now-coming-may-26-2026#:~:text=Grand%20Theft%20Auto%20VI%20is,quality%20you%20expect%20and%20deserve.;"Released alongside the delay news; cinematic style, introduced protagonists Jason & Lucia.";231.83999633789065;0.0289365737694573;-0.0076932396518555;2025-05-06;0.0356172267631375;0.0392285776903859;0.007265180996404;0.0023404522147614;0.0023404522147614;High;2;1;2025-05-06;2025-05-06;54.75;38.75;28.75;48.25;40.75;-0.5418180411660163;-0.6459320891044488;-0.33023010877121217;0.5856162623729132;-0.7689067634521647
TTWO_2025_GTA6_DELAY2;2025-11-06;Take-Two;TTWO;Rockstar Games;1;GTA VI;GTA;Delay;Negative;High;https://www.rockstargames.com/newswire/article/ak3ak31a49a221/grand-theft-auto-vi-is-now-set-to-launch-november-19-2026#:~:text=Grand%20Theft%20Auto%20VI%20%2D%20Watch,Contact;"Second announcement of GTA VI release delay; makret reaction around -8%";252.3999938964844;-0.0092636232581182;-0.011178189042419;2025-11-06;0.0006906304262554;-0.0766124874306622;-0.0818647735036978;-0.0818647735036978;-0.0621252194868726;High;2;1;2025-11-06;2025-11-06;44.5;35.5;31.75;52.25;37.25;-1.603618907218632;-0.9797224048302864;0.08561521338512901;1.160661834089276;-1.3496536912781658
TTWO_EARN_Q3_2020;2020-02-06;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q3 2020 earnings conference call;127.73999786376952;0.0578005598216604;0.0033256728767856;2020-02-06;0.0541305547076149;-0.1195879164011895;-0.059864148947772;-0.059864148947772;-0.0711114062474848;High;2;1;2020-02-06;2020-02-06;75.75;57.5;31.25;44.5;54.833333333333336;1.6335788551369035;1.2797812708523062;0.01630765969240548;0.04651103888882305;1.5679082556572208
TTWO_EARN_Q4_2020;2020-05-20;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q4 2020 earnings conference call;146.83999633789062;0.0323396419226631;0.0166511002590801;2020-05-20;0.0161523450509284;0.0228127901983013;-0.0359991330193111;-0.02196770037623;-0.02196770037623;Medium;1;0;2020-05-20;2020-05-20;74.0;59.5;35.25;36.25;56.25;1.4522957804449936;1.4851906959143601;0.5707680892341936;-1.1395204527761753;1.802972488348697
TTWO_EARN_Q1_2021;2020-08-03;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q1 2021 earnings conference call;167.69000244140625;0.0223753083364692;0.0071810234393261;2020-08-03;0.015083764758028;0.069764945368295;0.069764945368295;0.0556445684332726;0.0410834183774586;High;2;1;2020-08-03;2020-08-03;74.25;57.5;38.5;45.25;56.75;1.4781933625438377;1.2797812708523062;1.0212671882368967;0.15433208358564107;1.8859363351809828
TTWO_EARN_Q2_2021;2020-11-05;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q2 2021 earnings conference call;168.67999267578125;0.0302955742615209;0.0194601941389629;2020-11-05;0.0114695441874311;0.0589948534898727;0.0497876357515645;0.0497876357515645;-0.079619794688069;High;2;1;2020-11-05;2020-11-05;67.75;41.0;25.0;59.5;44.583333333333336;0.8048562279738865;-0.4148464859096382;-0.8500367614666386;2.2029319328251837;-0.1328506044046394
TTWO_EARN_Q3_2021;2021-02-08;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q3 2021 earnings conference call;213.33999633789065;0.0281940849672361;0.0073993483603735;2021-02-08;0.0206974570296729;-0.0398787820890285;-0.0398787820890285;-0.0581665890355855;-0.049237747097712;High;2;1;2021-02-08;2021-02-08;64.5;45.75;36.75;31.0;49.0;0.46818766068891077;0.07300089861273974;0.7786907503123642;-1.8942677656539015;0.5999967092805519
TTWO_EARN_Q4_2021;2021-05-18;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q4 2021 earnings conference call;167.69000244140625;-0.0031506287923606;-0.0085172929593646;2021-05-18;0.0043041018633753;0.0852523507396068;0.0760560731635508;0.0938441966970313;0.0938441966970313;High;2;1;2021-05-18;2021-05-18;57.5;36.25;38.0;37.25;43.91666666666666;-0.2569446380787292;-0.9026938704320161;0.9519596345441731;-0.9957590598470847;-0.24346906684768918
TTWO_EARN_Q1_2022;2021-08-02;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q1 2022 earnings conference call;173.2100067138672;-0.0012108837348363;-0.0018428056148913;2021-08-02;-2.585858474019238e-05;-0.0853519046636843;-0.0853519046636843;-0.1070867716580392;-0.0995113194157598;High;2;1;2021-08-02;2021-08-02;60.75;48.75;25.0;43.25;44.833333333333336;0.07972392920624649;0.38111503620582055;-0.8500367614666386;-0.13319070227254035;-0.09136868098849647
TTWO_EARN_Q2_2022;2021-11-03;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q2 2022 earnings conference call;184.1600036621093;0.0011960488082147;0.0064612791953579;2021-11-03;-0.0054194002305017;0.0343777952345319;0.037619285804188;0.0039675153288424;-0.0084167137544866;High;2;1;2021-11-03;2021-11-03;80.0;72.25;32.75;42.0;61.66666666666666;2.0738377508172565;2.7946757806849534;0.22423032077057606;-0.3128924434339037;2.701747495698459
TTWO_EARN_Q3_2022;2022-02-07;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q3 2022 earnings conference call;175.10000610351562;0.0005714634486606;-0.0037017126347429;2022-02-07;0.0035026600985778;-0.0214970841079262;-0.0214970841079262;-0.0136958432371159;-0.006067640750577;Medium;1;0;2022-02-07;2022-02-07;54.75;52.0;19.5;46.5;42.083333333333336;-0.5418180411660163;0.714905351931658;-1.6124198520865973;0.3340338247470045;-0.5476698385660687
TTWO_EARN_Q4_2022;2022-05-16;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q4 2022 earnings conference call;110.11000061035156;0.0016374083933055;-0.0039464009295556;2022-05-16;0.0047984539394714;0.1030973204884772;0.1030973204884772;0.1184498681018633;0.0873724518946578;High;2;1;2022-05-16;2022-05-16;46.25;45.25;25.25;45.0;38.91666666666666;-1.422335832526722;0.02164854234722628;-0.8153829846202768;0.1183917353533684;-1.0731075351705477
TTWO_EARN_Q1_2023;2022-08-08;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q1 2023 earnings conference call;125.51000213623048;-0.0129757901726967;-0.0012375507238541;2022-08-08;-0.0123593135457757;-0.0467598982225305;-0.0467598982225305;-0.0673016114835791;-0.0636504087889709;High;2;1;2022-08-08;2022-08-08;55.0;50.0;38.75;40.25;47.91666666666666;-0.515920459067172;0.5094959268696042;1.0559209650832584;-0.5644748810598125;0.4202417078105977
TTWO_EARN_Q2_2023;2022-11-07;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q2 2023 earnings conference call;108.4000015258789;-0.0011978001923903;0.0096139819205598;2022-11-07;-0.0107747527314784;-0.1533873094692981;-0.1533873094692981;-0.1338628361332406;-0.1057553111913349;High;2;1;2022-11-07;2022-11-07;75.25;40.5;31.75;45.25;49.16666666666666;1.581783690939215;-0.4661988421751517;0.08561521338512901;0.15433208358564107;0.6276513248913124
TTWO_EARN_Q3_2023;2023-02-06;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q3 2023 earnings conference call;105.55999755859376;-0.0340410071582821;-0.0061404630177543;2023-02-06;-0.0288189609023784;0.0370767209600135;0.0370767209600135;0.0287170001345518;0.0280929891035352;High;2;1;2023-02-06;2023-02-06;42.0;31.5;28.75;35.75;34.083333333333336;-1.8625947282070747;-1.390541254954394;-0.33023010877121217;-1.2114011492407206;-1.8750913878826425
TTWO_EARN_Q4_2023;2023-05-17;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q4 2023 earnings conference call;125.0199966430664;0.0078193757956128;0.0118908290587882;2023-05-17;-0.003896341910192;0.1008362388867439;0.1035467649093732;0.0886029115548626;0.086601553209909;High;2;1;2023-05-17;2023-05-17;50.0;35.0;39.25;41.75;41.41666666666666;-1.0338721010440577;-1.0310747610957998;1.1252285187759818;-0.3488327916661764;-0.6582883010091185
TTWO_EARN_Q1_2024;2023-08-08;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q1 2024 earnings conference call;140.13999938964844;-0.0073664353313939;-0.0042182830447931;2023-08-08;-0.0039499962685707;-0.0192208084402062;-0.0031646321632037;0.0023362772542152;0.0023362772542152;Medium;1;0;2023-08-08;2023-08-08;55.0;35.5;21.25;38.0;37.25;-0.515920459067172;-0.9797224048302864;-1.369843414162065;-0.8879380151502666;-1.3496536912781658
TTWO_EARN_Q2_2024;2023-11-08;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q2 2024 earnings conference call;143.47000122070312;0.0521413946797226;0.0010049156221052;2023-11-08;0.0506514018701384;0.0891597853101745;0.0775637886270509;0.0730099493205001;0.0881935677815661;High;2;1;2023-11-08;2023-11-08;51.5;28.5;40.0;52.0;40.0;-0.878486608450992;-1.698655392547475;1.2291898493150673;1.1247214858570034;-0.8933525337005935
TTWO_EARN_Q3_2024;2024-02-08;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q3 2024 earnings conference call;169.60000610351562;0.000176910880469;0.0005705832608251;2024-02-08;-0.000905090145439;-0.0843487393407138;-0.0934607796187206;-0.0934607796187206;-0.0899564138089038;High;2;1;2024-02-08;2024-02-08;51.0;40.0;15.25;42.5;35.416666666666664;-0.9302817726486806;-0.5175511984406651;-2.2015340584747474;-0.24101174696935837;-1.6538544629965477
TTWO_EARN_Q4_2024;2024-05-16;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q4 2024 earnings conference call;146.0800018310547;-0.0135062126909061;-0.0020816677921287;2024-05-16;-0.0120968114306425;0.0082829081682617;-0.0016888123495863;-0.0016888123495863;0.0181522402253608;Low;0;0;2024-05-16;2024-05-16;49.25;57.25;43.0;55.25;49.833333333333336;-1.1115648473405906;1.2541050927195496;1.6450351714714084;1.5919460128765481;0.7382697873343621
TTWO_EARN_Q1_2025;2024-08-08;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q1 2025 earnings conference call;138.77999877929688;0.0229232745067098;0.0230426115191364;2024-08-08;0.0007320868088555;0.0143500367095904;0.039319890953982;0.039319890953982;0.0230549417315608;Medium;1;0;2024-08-08;2024-08-08;49.75;54.75;30.0;47.75;44.833333333333336;-1.059769683142902;0.9973433113919822;-0.15696122453940334;0.5137355659083679;-0.09136868098849647
TTWO_2025_Q3_EARNINGS;2025-02-07;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q3 FY2025 Earnings Release;208.7700042724609;0.1403211830045361;-0.0094647701115428;2025-02-07;0.1486659299882524;0.1347463934024031;0.1486659299882524;0.1597288612872276;0.1451628648338654;High;2;1;2025-02-07;2025-02-07;59.5;47.0;38.75;52.25;48.41666666666666;-0.04976398128797493;0.20138178927652342;1.0559209650832584;1.160661834089276;0.5032055546428835
TTWO_2025_Q4_EARNINGS;2025-05-15;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q4 FY2025 Earnings / Full-Year FY2025 Results;232.33999633789065;0.0123747117119419;0.0041323320741357;2025-05-15;0.0079469681605033;-0.0100220731169681;-0.0232820521223687;-0.0232820521223687;0.0254803007610158;Medium;1;0;2025-05-15;2025-05-15;66.75;29.75;25.75;54.75;40.75;0.7012658995785093;-1.5702745018836912;-0.7460754309275534;1.5200653164120028;-0.7689067634521647
TTWO_2025_Q1_EARNINGS;2025-08-08;Take-Two;TTWO;;1;;;Earnings;;;https://ir.take2games.com;Q1 FY2026 Earnings (released in 2025);217.3699951171875;-0.0402667232760159;0.0077997153489748;2025-08-08;-0.0481394374930426;-0.0511052228766686;-0.0481394374930426;-0.0219507927084022;0.0230749835539011;High;2;1;2025-08-08;2025-08-08;69.0;68.25;32.25;37.75;56.5;0.9343441384681078;2.383856930560846;0.15492276707785252;-0.9238783633825393;1.8444544117648398
EA_2020_Q1_EARNINGS;2020-02-05;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q3 FY2020 Earnings;104.8327178955078;0.007004809728478;0.0112505958978537;2020-02-05;-0.0026828214766556;0.0209535678766291;0.0143977201818172;0.0101980546397458;0.0001785557465465;Medium;1;0;2020-02-05;2020-02-05;;;;;;;;;;
EA_2020_Q2_EARNINGS;2020-05-05;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q4 FY2020 Earnings;116.29608154296876;0.0237954209160089;0.0090405563857973;2020-05-05;0.0159341685002976;0.0129723147901376;-0.0145548123325753;-0.0274922466841733;-0.0274922466841733;Medium;1;0;2020-05-05;2020-05-05;;;;;;;;;;
EA_2020_Q3_EARNINGS;2020-07-30;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q1 FY2021 Earnings;134.75021362304688;0.0195689103981369;-0.0037502519373892;2020-07-30;0.0222779943468187;0.0352831608156601;0.0374119611608216;0.0374119611608216;0.0607543207966629;High;2;1;2020-07-30;2020-07-30;;;;;;;;;;
EA_2020_Q4_EARNINGS;2020-11-05;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q2 FY2021 Earnings;124.77447509765624;0.024100274716243;0.0194601941389629;2020-11-05;0.0076282235876438;-0.0445065331379649;-0.0637466910350248;-0.0637466910350248;-0.0749081399131046;High;2;1;2020-11-05;2020-11-05;;;;;;;;;;
EA_2021_Q1_EARNINGS;2021-02-02;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q3 FY2021 Earnings;145.03562927246094;0.0212517992676468;0.0138982234844169;2021-02-02;0.0093761660652595;-0.041566330526382;-0.0465563934616081;-0.0563960269972586;-0.0563960269972586;High;2;1;2021-02-02;2021-02-02;;;;;;;;;;
EA_2021_Q2_EARNINGS;2021-05-11;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q4 FY2021 Earnings;137.79725646972656;0.0050478981058446;-0.0086739128027181;2021-05-11;0.0118259001538134;0.0130120021553866;0.0172061116835641;-0.0134937554424798;-0.0134937554424798;Medium;1;0;2021-05-11;2021-05-11;;;;;;;;;;
EA_2021_Q3_EARNINGS;2021-08-04;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q1 FY2022 Earnings;136.54620361328125;0.00078676692698;-0.0046323879014122;2021-08-04;0.0042248488891765;-0.059933639945207;-0.0228563894483595;-0.0285030197826301;-0.0294368801679329;High;2;1;2021-08-04;2021-08-04;;;;;;;;;;
EA_2021_Q4_EARNINGS;2021-11-03;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q2 FY2022 Earnings;136.30780029296875;-0.004779650555873;0.0064612791953579;2021-11-03;-0.0105093858077683;-0.0077112819471498;0.007006502869986;-0.0168924743227606;-0.0281183694503028;Low;0;0;2021-11-03;2021-11-03;;;;;;;;;;
EA_2022_Q1_EARNINGS;2022-02-01;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q3 FY2022 Earnings;127.13765716552734;-0.0205036543785064;0.0068630035578014;2022-02-01;-0.0265653750319109;0.0105108933743301;0.0208988995091518;0.0399477857916722;0.0399477857916722;Medium;1;0;2022-02-01;2022-02-01;;;;;;;;;;
EA_2022_Q2_EARNINGS;2022-05-10;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q4 FY2022 Earnings;109.34040832519533;-0.0039272389414739;0.0024578974498534;2022-05-10;-0.0063485756484279;0.0844214910355376;0.0865259082797954;0.1038974247947994;0.1038974247947994;High;2;1;2022-05-10;2022-05-10;;;;;;;;;;
EA_2022_Q3_EARNINGS;2022-08-02;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q1 FY2023 Earnings;126.45149993896484;-0.0151294246752988;-0.0066623955507048;2022-08-02;-0.010013742429122;0.0099322703073173;0.010732839713291;0.0065347104918805;0.0065347104918805;Low;0;0;2022-08-02;2022-08-02;;;;;;;;;;
EA_2022_Q4_EARNINGS;2022-11-01;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q2 FY2023 Earnings;124.0629653930664;0.0024610295377793;-0.0041012306087846;2022-11-01;0.0054601625998273;0.0326504951085372;0.0446594142084808;0.0503157035718054;0.0503157035718054;High;2;1;2022-11-01;2022-11-01;;;;;;;;;;
EA_2023_Q1_EARNINGS;2023-01-31;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q3 FY2023 Earnings;126.61827850341795;-0.0024032687484537;0.0146424702855101;2023-01-31;-0.0148939482267997;-0.1052962712689451;-0.116554596013508;-0.1453667011991439;-0.1453667011991439;High;2;1;2023-01-31;2023-01-31;;;;;;;;;;
EA_2023_Q2_EARNINGS;2023-05-09;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q4 FY2023 Earnings;123.6120834350586;-0.0027831697841279;-0.0045794212772585;2023-05-09;0.0006111405086601;-0.0068799759934065;-0.008827186972752;-0.0010500998111581;-0.0010500998111581;Low;0;0;2023-05-09;2023-05-09;;;;;;;;;;
EA_2023_Q3_EARNINGS;2023-08-01;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q1 FY2024 Earnings;134.36990356445312;-0.0016866675494142;-0.0026650876392156;2023-08-01;0.0001256355741236;-0.0733819184388373;-0.0608964398841999;-0.0848389102912404;-0.0848389102912404;High;2;1;2023-08-01;2023-08-01;;;;;;;;;;
EA_2023_Q4_EARNINGS;2023-11-01;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q2 FY2024 Earnings;122.38148498535156;-8.066285668695272e-05;0.0105059994863139;2023-11-01;-0.0091529588674507;0.0259294711500013;0.0112270105022359;0.013286031017075;0.0089776136888731;Medium;1;0;2023-11-01;2023-11-01;;;;;;;;;;
EA_2024_Q1_EARNINGS;2024-01-30;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q3 FY2024 Earnings;136.18458557128906;-0.0074325289916118;-0.0006006499345398;2024-01-30;-0.0073262791831096;-0.0068483800084534;0.0058116593332974;-0.0209327806450658;-0.0209327806450658;Low;0;0;2024-01-30;2024-01-30;;;;;;;;;;
EA_2024_Q2_EARNINGS;2024-05-07;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q4 FY2024 Earnings;129.1192169189453;-0.0024509746134153;0.001343429823275;2024-05-07;-0.0039513141963013;-0.0439323056440342;-0.042727206939495;-0.03390928677717;-0.03390928677717;High;2;1;2024-05-07;2024-05-07;;;;;;;;;;
EA_2024_Q3_EARNINGS;2024-07-30;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q1 FY2025 Earnings;148.0497589111328;0.0085896433840608;-0.0049601718780302;2024-07-30;0.0122986063414349;0.0283905789215725;0.011061788365204;0.0228582925090822;0.0228582925090822;Medium;1;0;2024-07-30;2024-07-30;;;;;;;;;;
EA_2024_Q4_EARNINGS;2024-11-01;Electronic Arts;EA;;0;;;Earnings;;;https://ir.ea.com;Q2 FY2025 Earnings;150.36587524414062;0.0027178370290896;0.0040925095436261;2024-11-01;-0.0010543446924958;0.0254045621892708;-0.0010543446924958;0.0116555600085667;0.012725573215269;Medium;1;0;2024-11-01;2024-11-01;;;;;;;;;;
ATVI_2020_Q1_EARNINGS;2020-02-04;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q4 2019 Earnings;104.1034927368164;0.0193258043211328;0.0149804141640821;2020-02-04;0.0065558476948118;-0.0291986382214144;0.0038730262181562;0.0167539023345575;0.0167539023345575;Medium;1;0;2020-02-04;2020-02-04;;;;;;;;;;
ATVI_2020_Q2_EARNINGS;2020-05-05;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q1 2020 Earnings;116.29608154296876;0.0237954209160089;0.0090405563857973;2020-05-05;0.0159341685002976;0.0129723147901376;-0.0145548123325753;-0.0274922466841733;-0.0274922466841733;Medium;1;0;2020-05-05;2020-05-05;;;;;;;;;;
ATVI_2020_Q3_EARNINGS;2020-08-04;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q2 2020 Earnings;142.26602172851562;0.0278166706444507;0.0036119303819721;2020-08-04;0.0244416400066784;0.0166817538309258;0.0177810342017629;-0.0037094864427126;-0.0037094864427126;Medium;1;0;2020-08-04;2020-08-04;;;;;;;;;;
ATVI_2020_Q4_EARNINGS;2020-10-29;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q3 2020 Earnings;120.46720886230467;-0.0135349177913383;0.0119473308942383;2020-10-29;-0.0237983314710853;-0.026297748960506;-0.0470136695726421;-0.0470136695726421;-0.0650877185534312;Medium;1;0;2020-10-29;2020-10-29;;;;;;;;;;
ATVI_2021_Q1_EARNINGS;2021-02-04;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q4 2020 Earnings;134.96873474121094;-0.0155518419774191;0.0108533222304207;2021-02-04;-0.0249111658397032;-0.0657721930625181;-0.0098396335356504;-0.0098396335356504;0.0185874373013996;High;2;1;2021-02-04;2021-02-04;;;;;;;;;;
ATVI_2021_Q2_EARNINGS;2021-05-04;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q1 2021 Earnings;133.6055908203125;-0.0291828049575676;-0.0066783376082272;2021-05-04;-0.0240539481796415;-0.0281840114271695;-0.0191884913598056;7.443335720349817e-05;7.443335720349817e-05;Medium;1;0;2021-05-04;2021-05-04;;;;;;;;;;
ATVI_2021_Q3_EARNINGS;2021-08-03;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q2 2021 Earnings;136.43885803222656;-0.0299078029888708;0.0082034265474622;2021-08-03;-0.0370772504968475;-0.0306774654264736;-0.032852401607671;-0.0655802702794776;-0.0655802702794776;High;2;1;2021-08-03;2021-08-03;;;;;;;;;;
ATVI_2021_Q4_EARNINGS;2021-11-02;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q3 2021 Earnings;136.96243286132812;-0.0112862013270795;0.0036803630854131;2021-11-02;-0.0147177848171358;-0.0162671198729679;-0.0252271706249041;-0.0316102591398965;-0.0316102591398965;Medium;1;0;2021-11-02;2021-11-02;;;;;;;;;;
ATVI_2022_Q1_EARNINGS;2022-02-03;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q4 2021 Earnings;134.32913208007812;0.0008746318229779;-0.024391082077444;2022-02-03;0.0206413177548882;0.066513160823583;0.0190488862825204;0.0190488862825204;-0.0100106428065665;High;2;1;2022-02-03;2022-02-03;;;;;;;;;;
ATVI_2022_Q2_EARNINGS;2022-04-25;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q1 2022 Earnings;125.5553207397461;0.0004684760200281;0.0056979369853822;2022-04-25;-0.0046304324915466;-0.0092281792713704;-0.0092281792713704;-0.0414878416141437;-0.0553249207835111;Low;0;0;2022-04-25;2022-04-25;;;;;;;;;;
ATVI_2022_Q3_EARNINGS;2022-08-02;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q2 2022 Earnings;126.45149993896484;-0.0151294246752988;-0.0066623955507048;2022-08-02;-0.010013742429122;0.0099322703073173;0.010732839713291;0.0065347104918805;0.0065347104918805;Low;0;0;2022-08-02;2022-08-02;;;;;;;;;;
ATVI_2022_Q4_EARNINGS;2022-11-02;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q3 2022 Earnings;126.41119384765624;0.018927715028816;-0.0250019848573428;2022-11-02;0.0391992516086535;0.0371617752691159;0.0317016126692887;0.0448555409719782;0.0570198207119672;High;2;1;2022-11-02;2022-11-02;;;;;;;;;;
ATVI_2023_Q1_EARNINGS;2023-02-06;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q4 2022 Earnings;110.39249420166016;-0.0151859277165113;-0.0061404630177543;2023-02-06;-0.0105015710201674;-0.0037918717637639;-0.0037918717637639;-0.0091545794736211;-0.0112694009153009;Low;0;0;2023-02-06;2023-02-06;;;;;;;;;;
ATVI_2023_Q2_EARNINGS;2023-04-25;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q1 2023 Earnings;127.64344024658205;0.0001543529166454;-0.0158108588827732;2023-04-25;0.012830334105148;-0.0164358958385425;-0.01820765241625;-0.0247821432478325;-0.0247821432478325;Medium;1;0;2023-04-25;2023-04-25;;;;;;;;;;
ATVI_2023_Q3_EARNINGS;2023-07-19;Activision Blizzard;ATVI;;0;;;Earnings;;;https://investor.activision.com;Q2 2023 Earnings;135.08062744140625;-0.0146180330927122;0.002357910335732;2023-07-19;-0.0169567403518891;-0.0114310328914145;-0.0096438217591609;-0.0108121856536677;-0.0094290447245287;Medium;1;0;2023-07-19;2023-07-19;;;;;;;;;;
UBI_2020_Q1_EARNINGS;2020-07-09;Ubisoft;UBI;;0;;;Earnings;;;https://www.ubisoft.com;Q1 FY2021 Sales;;;;2020-07-09;;0.0;0.0;0.0;0.0;Low;0;0;2020-07-09;2020-07-09;;;;;;;;;;
UBI_2020_Q2_EARNINGS;2020-10-29;Ubisoft;UBI;;0;;;Earnings;;;https://www.ubisoft.com;H1 FY2021 Results;;;;2020-10-29;;0.0;0.0;0.0;0.0;Low;0;0;2020-10-29;2020-10-29;;;;;;;;;;
UBI_2021_Q1_EARNINGS;2021-02-11;Ubisoft;UBI;;0;;;Earnings;;;https://www.ubisoft.com;Q3 FY2021 Sales;;;;2021-02-11;;0.0;0.0;0.0;0.0;Low;0;0;2021-02-11;2021-02-11;;;;;;;;;;
UBI_2021_Q2_EARNINGS;2021-05-18;Ubisoft;UBI;;0;;;Earnings;;;https://www.ubisoft.com;FY2021 Full-Year Earnings;;;;2021-05-18;;0.0;0.0;0.0;0.0;Low;0;0;2021-05-18;2021-05-18;;;;;;;;;;
UBI_2021_Q3_EARNINGS;2021-07-21;Ubisoft;UBI;;0;;;Earnings;;;https://www.ubisoft.com;Q1 FY2022 Sales;;;;2021-07-21;;0.0;0.0;0.0;0.0;Low;0;0;2021-07-21;2021-07-21;;;;;;;;;;
UBI_2021_Q4_EARNINGS;2021-10-28;Ubisoft;UBI;;0;;;Earnings;;;https://www.ubisoft.com;H1 FY2022 Earnings;;;;2021-10-28;;0.0;0.0;0.0;0.0;Low;0;0;2021-10-28;2021-10-28;;;;;;;;;;
UBI_2022_Q1_EARNINGS;2022-02-17;Ubisoft;UBI;;0;;;Earnings;;;https://www.ubisoft.com;Q3 FY2022 Sales;;;;2022-02-17;;0.0;0.0;0.0;0.0;Low;0;0;2022-02-17;2022-02-17;;;;;;;;;;
