date,trend_gta,trend_gta6,trend_gtavi,trend_rockstar,trend_gta_mean
2019-01-13,73.75,60.75,42.0,36.75,58.833333333333336
2019-01-20,61.5,50.25,29.5,44.0,47.083333333333336
2019-01-27,64.0,46.25,32.5,43.25,47.583333333333336
2019-02-03,55.5,43.75,27.75,44.5,42.333333333333336
2019-02-10,53.0,45.5,27.75,53.75,42.083333333333336
2019-02-17,58.0,50.75,32.75,44.75,47.166666666666664
2019-02-24,48.5,63.25,29.75,50.0,47.166666666666664
2019-03-03,52.75,61.25,23.0,46.0,45.666666666666664
2019-03-10,53.75,53.5,22.25,37.5,43.166666666666664
2019-03-17,57.25,53.75,30.0,33.75,47.0
2019-03-24,68.0,50.0,25.75,39.75,47.916666666666664
2019-03-31,59.0,54.25,37.5,35.25,50.25
2019-04-07,58.0,49.5,42.0,44.0,49.833333333333336
2019-04-14,50.0,41.5,30.0,47.0,40.5
2019-04-21,38.75,46.25,34.5,46.5,39.833333333333336
2019-04-28,55.5,42.5,36.0,45.5,44.666666666666664
2019-05-05,46.75,53.75,39.25,47.75,46.583333333333336
2019-05-12,64.5,56.5,41.25,46.25,54.083333333333336
2019-05-19,78.25,51.25,40.75,37.0,56.75
2019-05-26,61.25,46.0,31.25,43.25,46.166666666666664
2019-06-02,56.5,38.0,34.25,30.75,42.916666666666664
2019-06-09,40.75,44.0,32.0,32.25,38.916666666666664
2019-06-16,27.0,41.5,24.75,29.5,31.083333333333332
2019-06-23,40.5,48.0,21.25,22.25,36.583333333333336
2019-06-30,56.75,48.0,11.75,27.5,38.833333333333336
2019-07-07,70.0,42.25,21.0,35.5,44.416666666666664
2019-07-14,69.75,39.75,26.5,35.5,45.333333333333336
2019-07-21,65.5,28.5,27.0,39.0,40.333333333333336
2019-07-28,62.5,29.25,24.25,34.5,38.666666666666664
2019-08-04,58.25,33.25,15.75,32.25,35.75
2019-08-11,77.0,34.5,14.5,40.0,42.0
2019-08-18,68.75,33.25,14.25,43.5,38.75
2019-08-25,60.75,26.0,23.25,43.75,36.666666666666664
2019-09-01,51.5,25.75,33.0,38.0,36.75
2019-09-08,38.0,20.0,34.5,38.75,30.833333333333332
2019-09-15,45.25,29.5,38.5,30.5,37.75
2019-09-22,41.0,38.25,37.75,38.75,39.0
2019-09-29,53.0,32.25,39.25,37.0,41.5
2019-10-06,52.0,32.5,34.75,32.5,39.75
2019-10-13,52.5,33.75,43.0,32.25,43.083333333333336
2019-10-20,60.75,39.0,35.75,23.75,45.166666666666664
2019-10-27,60.0,49.0,31.0,22.0,46.666666666666664
2019-11-03,60.5,59.75,39.5,28.25,53.25
2019-11-10,68.25,52.75,34.25,34.25,51.75
2019-11-17,66.75,49.75,36.75,40.0,51.083333333333336
2019-11-24,58.75,44.25,40.25,52.0,47.75
2019-12-01,59.5,40.25,32.5,49.75,44.083333333333336
2019-12-08,56.5,44.75,28.0,49.5,43.083333333333336
2019-12-15,65.25,44.5,35.5,53.0,48.416666666666664
2019-12-22,68.25,43.0,27.75,41.25,46.333333333333336
2019-12-29,66.0,39.25,34.5,35.75,46.583333333333336
2020-01-05,70.25,42.75,36.0,39.5,49.666666666666664
2020-01-12,71.25,46.0,29.75,40.0,49.0
2020-01-19,77.25,57.5,29.75,47.75,54.833333333333336
2020-01-26,88.75,66.75,28.0,54.5,61.166666666666664
2020-02-02,75.75,57.5,31.25,44.5,54.833333333333336
2020-02-09,71.0,44.0,33.25,47.0,49.416666666666664
2020-02-16,58.5,37.25,36.75,43.25,44.166666666666664
2020-02-23,46.5,34.75,28.25,45.0,36.5
2020-03-01,40.75,35.0,28.5,51.5,34.75
2020-03-08,37.25,50.75,26.5,45.75,38.166666666666664
2020-03-15,52.0,55.0,30.25,42.75,45.75
2020-03-22,64.5,57.0,33.0,36.75,51.5
2020-03-29,76.25,67.75,34.0,29.25,59.333333333333336
2020-04-05,79.0,54.5,39.5,27.75,57.666666666666664
2020-04-12,76.75,56.75,33.0,38.5,55.5
2020-04-19,75.25,59.0,38.5,33.5,57.583333333333336
2020-04-26,74.25,60.5,35.75,42.0,56.833333333333336
2020-05-03,74.25,63.5,29.75,39.0,55.833333333333336
2020-05-10,73.25,62.5,37.0,32.75,57.583333333333336
2020-05-17,74.0,59.5,35.25,36.25,56.25
2020-05-24,76.0,56.25,37.75,34.0,56.666666666666664
2020-05-31,75.0,62.5,46.25,37.0,61.25
2020-06-07,60.75,59.0,41.75,31.75,53.833333333333336
2020-06-14,58.0,52.5,47.0,30.5,52.5
2020-06-21,63.0,54.75,38.25,26.25,52.0
2020-06-28,64.0,42.25,29.0,27.0,45.083333333333336
2020-07-05,70.5,30.0,30.5,28.5,43.666666666666664
2020-07-12,76.25,36.5,26.0,33.0,46.25
2020-07-19,75.25,35.25,38.25,38.5,49.583333333333336
2020-07-26,76.75,51.0,46.75,40.25,58.166666666666664
2020-08-02,74.25,57.5,38.5,45.25,56.75
2020-08-09,66.25,62.25,35.25,44.5,54.583333333333336
2020-08-16,67.75,49.25,35.25,43.25,50.75
2020-08-23,54.25,50.25,33.5,43.75,46.0
2020-08-30,63.5,54.5,38.5,38.5,52.166666666666664
2020-09-06,64.75,46.25,36.0,37.0,49.0
2020-09-13,62.0,57.0,25.5,37.25,48.166666666666664
2020-09-20,60.75,57.5,19.0,32.25,45.75
2020-09-27,49.25,62.25,17.25,41.5,42.916666666666664
2020-10-04,57.0,65.25,17.5,38.0,46.583333333333336
2020-10-11,45.75,58.75,23.75,44.75,42.75
2020-10-18,61.5,44.5,21.0,52.75,42.333333333333336
2020-10-25,69.0,39.75,16.75,51.0,41.833333333333336
2020-11-01,67.75,41.0,25.0,59.5,44.583333333333336
2020-11-08,77.5,41.0,22.5,48.5,47.0
2020-11-15,73.25,48.0,26.0,43.75,49.083333333333336
2020-11-22,67.25,40.25,29.25,46.25,45.583333333333336
2020-11-29,54.75,33.25,21.25,44.0,36.416666666666664
2020-12-06,48.5,31.75,23.75,54.0,34.666666666666664
2020-12-13,55.0,32.25,27.0,54.75,38.083333333333336
2020-12-20,57.0,35.0,28.75,46.0,40.25
2020-12-27,60.75,45.75,35.75,38.5,47.416666666666664
2021-01-03,66.5,45.75,28.25,37.5,46.833333333333336
2021-01-10,52.75,41.25,25.0,31.25,39.666666666666664
2021-01-17,66.0,50.25,33.25,39.0,49.833333333333336
2021-01-24,74.25,43.75,27.5,38.75,48.5
2021-01-31,68.0,43.25,37.0,32.0,49.416666666666664
2021-02-07,64.5,45.75,36.75,31.0,49.0
2021-02-14,58.0,46.25,30.5,33.75,44.916666666666664
2021-02-21,41.75,50.5,32.5,37.0,41.583333333333336
2021-02-28,38.75,63.75,23.75,38.0,42.083333333333336
2021-03-07,56.0,61.25,23.25,47.5,46.833333333333336
2021-03-14,49.75,49.75,22.75,40.5,40.75
2021-03-21,65.75,43.75,23.0,43.25,44.166666666666664
2021-03-28,70.5,33.0,26.5,47.5,43.333333333333336
2021-04-04,60.25,41.5,32.25,42.75,44.666666666666664
2021-04-11,67.0,44.0,36.0,42.75,49.0
2021-04-18,67.5,42.0,37.25,47.25,48.916666666666664
2021-04-25,64.25,47.25,33.5,44.0,48.333333333333336
2021-05-02,64.75,36.0,33.5,46.75,44.75
2021-05-09,57.0,32.5,34.5,41.75,41.333333333333336
2021-05-16,57.5,36.25,38.0,37.25,43.916666666666664
2021-05-23,62.75,27.5,37.75,41.75,42.666666666666664
2021-05-30,65.5,35.0,33.25,36.0,44.583333333333336
2021-06-06,78.0,45.25,30.75,41.75,51.333333333333336
2021-06-13,66.25,41.0,24.25,38.5,43.833333333333336
2021-06-20,63.75,47.25,26.25,28.25,45.75
2021-06-27,57.25,47.75,31.5,26.0,45.5
2021-07-04,50.0,35.0,28.75,23.75,37.916666666666664
2021-07-11,51.25,39.0,30.25,28.25,40.166666666666664
2021-07-18,45.5,39.25,36.0,30.25,40.25
2021-07-25,53.25,35.75,26.5,42.5,38.5
2021-08-01,60.75,48.75,25.0,43.25,44.833333333333336
2021-08-08,68.25,42.5,21.0,42.25,43.916666666666664
2021-08-15,77.75,46.0,20.0,53.0,47.916666666666664
2021-08-22,78.0,48.75,32.0,50.75,52.916666666666664
2021-08-29,73.5,37.75,27.75,52.75,46.333333333333336
2021-09-05,66.25,45.5,38.5,57.5,50.083333333333336
2021-09-12,72.0,34.75,43.0,47.5,49.916666666666664
2021-09-19,66.75,27.75,37.25,44.25,43.916666666666664
2021-09-26,65.75,28.5,48.75,43.5,47.666666666666664
2021-10-03,77.0,27.5,43.75,42.25,49.416666666666664
2021-10-10,71.75,42.0,43.0,43.75,52.25
2021-10-17,81.5,52.75,40.25,46.25,58.166666666666664
2021-10-24,80.25,66.75,35.0,45.75,60.666666666666664
2021-10-31,80.0,72.25,32.75,42.0,61.666666666666664
2021-11-07,80.5,62.0,33.75,40.5,58.75
2021-11-14,81.5,54.0,39.25,35.75,58.25
2021-11-21,81.5,41.5,35.75,37.0,52.916666666666664
2021-11-28,77.25,42.25,42.75,33.25,54.083333333333336
2021-12-05,65.0,52.0,31.0,39.5,49.333333333333336
2021-12-12,52.75,56.25,29.25,43.25,46.083333333333336
2021-12-19,53.0,61.5,37.75,39.0,50.75
2021-12-26,57.0,59.5,29.75,41.5,48.75
2022-01-02,65.25,57.5,42.25,36.5,55.0
2022-01-09,73.0,55.5,35.0,32.5,54.5
2022-01-16,61.5,60.5,27.25,39.5,49.75
2022-01-23,56.5,47.5,29.0,44.5,44.333333333333336
2022-01-30,57.5,45.0,17.25,41.25,39.916666666666664
2022-02-06,54.75,52.0,19.5,46.5,42.083333333333336
2022-02-13,73.0,43.0,28.5,38.0,48.166666666666664
2022-02-20,70.25,50.5,24.0,30.75,48.25
2022-02-27,61.25,52.25,26.25,29.5,46.583333333333336
2022-03-06,65.25,44.0,31.75,29.5,47.0
2022-03-13,59.5,51.75,30.5,40.25,47.25
2022-03-20,67.0,52.0,34.75,47.75,51.25
2022-03-27,83.75,43.75,37.5,51.0,55.0
2022-04-03,70.5,37.0,28.5,46.75,45.333333333333336
2022-04-10,61.0,36.5,28.25,34.5,41.916666666666664
2022-04-17,55.0,37.25,30.5,31.25,40.916666666666664
2022-04-24,39.25,44.5,36.75,34.25,40.166666666666664
2022-05-01,47.75,46.25,41.25,41.0,45.083333333333336
2022-05-08,47.5,45.5,30.5,43.5,41.166666666666664
2022-05-15,46.25,45.25,25.25,45.0,38.916666666666664
2022-05-22,58.5,36.25,18.25,46.5,37.666666666666664
2022-05-29,66.0,47.5,18.75,43.25,44.083333333333336
2022-06-05,75.25,49.0,27.0,42.25,50.416666666666664
2022-06-12,77.5,54.75,24.25,45.5,52.166666666666664
2022-06-19,75.25,62.0,30.5,39.25,55.916666666666664
2022-06-26,62.5,61.75,38.25,41.5,54.166666666666664
2022-07-03,56.5,57.25,34.5,53.0,49.416666666666664
2022-07-10,50.75,46.75,47.5,54.0,48.333333333333336
2022-07-17,45.25,52.75,43.5,60.0,47.166666666666664
2022-07-24,53.5,43.5,40.25,53.0,45.75
2022-07-31,61.75,44.0,40.75,41.5,48.833333333333336
2022-08-07,55.0,50.0,38.75,40.25,47.916666666666664
2022-08-14,66.5,48.5,36.75,32.5,50.583333333333336
2022-08-21,59.5,45.25,37.0,29.75,47.25
2022-08-28,54.0,39.75,38.5,34.25,44.083333333333336
2022-09-04,65.25,38.0,29.0,27.75,44.083333333333336
2022-09-11,62.0,39.0,36.0,32.75,45.666666666666664
2022-09-18,63.5,44.5,38.25,40.25,48.75
2022-09-25,57.75,52.25,31.5,46.0,47.166666666666664
2022-10-02,49.0,53.5,40.0,53.25,47.5
2022-10-09,47.75,44.75,31.25,53.75,41.25
2022-10-16,58.0,45.5,28.0,56.5,43.833333333333336
2022-10-23,70.25,34.25,30.0,51.25,44.833333333333336
2022-10-30,84.0,36.5,30.0,42.0,50.166666666666664
2022-11-06,75.25,40.5,31.75,45.25,49.166666666666664
2022-11-13,62.75,47.0,31.0,45.25,46.916666666666664
2022-11-20,58.0,50.75,32.75,42.0,47.166666666666664
2022-11-27,44.75,45.0,23.75,45.5,37.833333333333336
2022-12-04,39.75,41.5,18.75,49.5,33.333333333333336
2022-12-11,54.0,36.5,23.5,49.0,38.0
2022-12-18,53.25,37.5,26.75,56.5,39.166666666666664
2022-12-25,50.75,42.25,37.75,55.5,43.583333333333336
2023-01-01,67.0,44.75,40.0,51.75,50.583333333333336
2023-01-08,52.75,51.5,31.5,50.5,45.25
2023-01-15,45.75,54.0,24.25,39.75,41.333333333333336
2023-01-22,53.0,44.5,22.75,42.25,40.083333333333336
2023-01-29,44.25,43.0,32.5,43.5,39.916666666666664
2023-02-05,42.0,31.5,28.75,35.75,34.083333333333336
2023-02-12,39.5,32.25,37.5,37.5,36.416666666666664
2023-02-19,34.0,38.25,39.75,32.0,37.333333333333336
2023-02-26,31.25,47.25,32.5,22.5,37.0
2023-03-05,47.25,46.25,44.5,30.75,46.0
2023-03-12,47.5,40.0,45.75,33.5,44.416666666666664
2023-03-19,45.5,41.5,43.5,41.25,43.5
2023-03-26,42.75,38.25,40.0,46.25,40.333333333333336
2023-04-02,31.25,42.75,32.5,39.75,35.5
2023-04-09,37.25,42.0,29.25,47.5,36.166666666666664
2023-04-16,38.0,47.0,30.25,41.0,38.416666666666664
2023-04-23,44.75,36.75,39.25,39.25,40.25
2023-04-30,38.25,34.75,35.25,42.25,36.083333333333336
2023-05-07,48.0,41.75,39.75,39.0,43.166666666666664
2023-05-14,50.0,35.0,39.25,41.75,41.416666666666664
2023-05-21,59.5,39.25,32.75,41.25,43.833333333333336
2023-05-28,63.0,45.5,40.75,41.0,49.75
2023-06-04,59.75,48.75,35.75,34.75,48.083333333333336
2023-06-11,60.75,55.0,37.75,32.0,51.166666666666664
2023-06-18,44.75,49.0,34.0,36.25,42.583333333333336
2023-06-25,51.25,43.25,27.5,34.75,40.666666666666664
2023-07-02,57.25,45.0,33.25,34.5,45.166666666666664
2023-07-09,61.75,47.5,28.25,42.25,45.833333333333336
2023-07-16,68.0,56.25,29.0,42.0,51.083333333333336
2023-07-23,57.75,53.5,36.75,47.25,49.333333333333336
2023-07-30,52.0,41.75,29.0,46.25,40.916666666666664
2023-08-06,55.0,35.5,21.25,38.0,37.25
2023-08-13,54.25,30.75,29.75,33.25,38.25
2023-08-20,71.75,43.0,29.25,33.0,48.0
2023-08-27,78.25,54.75,37.5,33.75,56.833333333333336
2023-09-03,68.5,48.25,45.0,34.0,53.916666666666664
2023-09-10,66.25,47.75,38.0,39.75,50.666666666666664
2023-09-17,54.75,42.0,39.25,40.5,45.333333333333336
2023-09-24,36.25,40.0,38.25,40.25,38.166666666666664
2023-10-01,44.5,39.0,37.0,39.5,40.166666666666664
2023-10-08,53.25,49.5,38.75,44.5,47.166666666666664
2023-10-15,51.5,44.0,33.0,40.75,42.833333333333336
2023-10-22,63.5,42.25,32.0,46.25,45.916666666666664
2023-10-29,65.5,42.5,37.0,55.25,48.333333333333336
2023-11-05,51.5,28.5,40.0,52.0,40.0
2023-11-12,52.75,26.25,45.75,54.25,41.583333333333336
2023-11-19,46.5,22.75,46.25,54.75,38.5
2023-11-26,48.0,29.5,43.25,55.5,40.25
2023-12-03,64.75,41.25,44.0,47.0,50.0
2023-12-10,68.5,42.75,41.5,40.5,50.916666666666664
2023-12-17,63.0,45.0,32.0,45.5,46.666666666666664
2023-12-24,63.25,45.5,35.75,46.75,48.166666666666664
2023-12-31,60.0,38.0,29.5,49.75,42.5
2024-01-07,57.0,36.25,33.25,49.25,42.166666666666664
2024-01-14,58.5,39.25,33.0,46.25,43.583333333333336
2024-01-21,48.0,33.75,22.75,32.75,34.833333333333336
2024-01-28,41.5,41.25,21.75,35.5,34.833333333333336
2024-02-04,51.0,40.0,15.25,42.5,35.416666666666664
2024-02-11,52.0,31.75,21.5,37.0,35.083333333333336
2024-02-18,64.5,36.75,33.0,37.0,44.75
2024-02-25,76.0,34.25,38.0,39.25,49.416666666666664
2024-03-03,64.0,34.0,44.75,42.75,47.583333333333336
2024-03-10,63.25,42.5,42.5,40.25,49.416666666666664
2024-03-17,49.5,37.75,29.5,53.0,38.916666666666664
2024-03-24,45.25,36.0,24.75,52.25,35.333333333333336
2024-03-31,48.5,48.75,22.25,52.25,39.833333333333336
2024-04-07,64.75,52.25,20.5,50.0,45.833333333333336
2024-04-14,75.5,62.0,24.25,47.25,53.916666666666664
2024-04-21,71.0,62.25,34.5,48.0,55.916666666666664
2024-04-28,65.0,62.5,30.5,44.5,52.666666666666664
2024-05-05,52.75,57.75,40.25,55.75,50.25
2024-05-12,49.25,57.25,43.0,55.25,49.833333333333336
2024-05-19,40.25,61.5,44.5,57.75,48.75
2024-05-26,42.25,62.25,51.25,61.0,51.916666666666664
2024-06-02,39.25,62.25,48.75,59.25,50.083333333333336
2024-06-09,36.25,63.5,52.75,61.5,50.833333333333336
2024-06-16,36.0,53.75,46.5,49.25,45.416666666666664
2024-06-23,40.5,53.25,46.0,45.0,46.583333333333336
2024-06-30,37.75,58.75,47.5,38.5,48.0
2024-07-07,47.5,55.25,45.0,36.0,49.25
2024-07-14,50.25,65.25,43.25,41.5,52.916666666666664
2024-07-21,47.25,56.75,35.75,40.75,46.583333333333336
2024-07-28,60.0,57.75,32.75,46.25,50.166666666666664
2024-08-04,49.75,54.75,30.0,47.75,44.833333333333336
2024-08-11,48.5,50.0,29.0,49.0,42.5
2024-08-18,44.25,59.5,36.0,50.75,46.583333333333336
2024-08-25,31.5,46.5,37.0,51.0,38.333333333333336
2024-09-01,34.25,46.5,37.5,40.25,39.416666666666664
2024-09-08,45.75,41.75,41.75,36.0,43.083333333333336
2024-09-15,52.5,36.5,36.5,34.25,41.833333333333336
2024-09-22,65.75,46.5,29.5,35.5,47.25
2024-09-29,72.0,42.0,28.75,40.75,47.583333333333336
2024-10-06,73.5,45.75,24.75,41.25,48.0
2024-10-13,84.5,44.0,24.75,40.25,51.083333333333336
2024-10-20,87.5,37.5,33.75,41.0,52.916666666666664
2024-10-27,78.5,43.75,34.25,42.0,52.166666666666664
2024-11-03,70.75,51.5,31.5,40.25,51.25
2024-11-10,68.0,60.0,34.25,35.0,54.083333333333336
2024-11-17,58.25,54.0,22.75,33.25,45.0
2024-11-24,54.75,58.0,28.5,35.75,47.083333333333336
2024-12-01,63.25,58.5,39.25,48.0,53.666666666666664
2024-12-08,48.25,51.75,41.75,47.25,47.25
2024-12-15,51.75,54.25,44.75,51.5,50.25
2024-12-22,66.0,48.75,34.5,53.25,49.75
2024-12-29,51.0,47.75,31.5,47.0,43.416666666666664
2025-01-05,66.0,45.25,26.25,50.5,45.833333333333336
2025-01-12,68.5,58.0,23.75,43.5,50.083333333333336
2025-01-19,58.25,55.0,31.25,45.0,48.166666666666664
2025-01-26,74.0,46.25,33.25,44.0,51.166666666666664
2025-02-02,59.5,47.0,38.75,52.25,48.416666666666664
2025-02-09,45.5,37.75,39.75,57.25,41.0
2025-02-16,57.5,46.25,40.75,50.0,48.166666666666664
2025-02-23,43.75,47.0,35.0,54.75,41.916666666666664
2025-03-02,59.0,40.25,28.75,55.75,42.666666666666664
2025-03-09,77.75,38.5,32.0,50.75,49.416666666666664
2025-03-16,78.5,29.0,29.5,50.75,45.666666666666664
2025-03-23,83.0,38.0,30.75,40.75,50.583333333333336
2025-03-30,66.5,52.75,36.75,35.0,52.0
2025-04-06,59.5,61.0,34.25,34.25,51.583333333333336
2025-04-13,44.0,70.0,37.75,33.75,50.583333333333336
2025-04-20,37.0,66.5,37.75,43.75,47.083333333333336
2025-04-27,51.5,52.0,31.0,44.5,44.833333333333336
2025-05-04,54.75,38.75,28.75,48.25,40.75
2025-05-11,66.75,29.75,25.75,54.75,40.75
2025-05-18,72.0,19.0,23.75,44.0,38.25
2025-05-25,69.5,27.25,28.0,41.5,41.583333333333336
2025-06-01,59.25,39.0,32.75,38.75,43.666666666666664
2025-06-08,60.75,34.25,34.75,40.25,43.25
2025-06-15,58.5,39.0,35.5,51.75,44.333333333333336
2025-06-22,60.0,43.5,39.75,56.75,47.75
2025-06-29,65.5,48.0,41.25,61.25,51.583333333333336
2025-07-06,60.5,55.25,43.0,56.75,52.916666666666664
2025-07-13,67.25,65.75,48.25,51.25,60.416666666666664
2025-07-20,66.25,66.5,39.0,41.5,57.25
2025-07-27,68.5,59.5,32.0,42.75,53.333333333333336
2025-08-03,69.0,68.25,32.25,37.75,56.5
2025-08-10,77.5,56.75,26.25,34.25,53.5
2025-08-17,70.75,56.25,30.0,33.75,52.333333333333336
2025-08-24,65.0,52.25,43.0,32.0,53.416666666666664
2025-08-31,60.25,48.75,40.25,39.5,49.75
2025-09-07,48.25,44.75,46.0,43.25,46.333333333333336
2025-09-14,56.0,43.25,42.25,47.75,47.166666666666664
2025-09-21,62.0,54.0,37.75,42.75,51.25
2025-09-28,64.0,56.0,32.5,39.5,50.833333333333336
2025-10-05,72.0,59.75,32.0,34.0,54.583333333333336
2025-10-12,68.0,55.5,41.0,41.25,54.833333333333336
2025-10-19,56.5,40.5,32.5,39.75,43.166666666666664
2025-10-26,51.75,40.0,39.5,43.0,43.75
2025-11-02,44.5,35.5,31.75,52.25,37.25
2025-11-09,46.0,27.5,31.25,52.5,34.916666666666664
2025-11-16,60.25,36.25,31.25,52.75,42.583333333333336
2025-11-23,57.75,32.5,25.75,56.0,38.666666666666664
2025-11-30,69.25,35.75,29.5,50.0,44.833333333333336
2025-12-07,62.25,45.25,21.25,39.75,42.916666666666664
2025-12-14,47.5,34.5,26.5,38.75,36.166666666666664
2025-12-21,51.25,34.25,33.5,31.75,39.666666666666664
2025-12-28,47.0,54.0,55.0,41.0,52.0
